標題/社區,地址,價格,坪數,房型,建物類型,建物類型_新
鄉林山海匯,淡水區-八勢路,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,20000.0,21.5,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
海天DEFG棟,淡水區-八勢一街,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,29000.0,31.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
淡水幸福城,淡水區-學府路,3000.0,6.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,6000.0,5.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
淡大溫哥華,淡水區-水源街二段,90000.0,80.0,未知,,其他
大旭地,淡水區-北新路一段,20800.0,28.0,未知,,其他
皇城家天下,淡水區-後洲路一段,27000.0,18.3,未知,,其他
將捷之森,淡水區-淡金路二段,18000.0,16.0,未知,,其他
3F/3F,淡水區-中山路108巷,28000.0,32.9,未知,,其他
台北灣 銀河,淡水區-新市一路一段,22000.0,38.1,未知,🍎近捷運走路5分鐘內的佰萬裝潢公寓二樓三房,公寓
和光同塵,淡水區-新市二路三段172巷3弄,20000.0,27.3,可租補★淡大財庫五星級電梯獨立大套房★全新粉刷★有個人洗衣機,🍎近捷運走路5分鐘內的佰萬裝潢公寓二樓三房,公寓
平遠街,淡水區-平遠街,12000.0,11.0,獨立套房,,其他
淡大財庫,淡水區-學府路136巷55號,18500.0,28.0,未知,,其他
海洋都心,淡水區-新市五路三段,19500.0,17.0,🔹水源街精緻分租套房近市場公車站🔹,海揚社區,其他
海揚社區,淡水區-中正東路一段3巷14弄,6000.0,5.0,分租套房,,其他
5F/5F,淡水區-水源街一段18巷,23000.0,17.8,未知,,其他
水天靚,淡水區-沙崙路,26000.0,28.7,未知,,其他
和合海景,淡水區-新市六路一段,24000.0,18.9,未知,,其他
佳昂晴海,淡水區-新市一路一段331巷,22000.0,18.6,未知,,其他
心之界,淡水區-濱海路三段148巷50弄,26000.0,35.0,未知,🌳全新沙崙社區🌳富庭峰築家三房,其他
和光五明,淡水區-義山路一段401巷,26000.0,32.8,未知,🌳全新沙崙社區🌳富庭峰築家三房,其他
富庭峰築家,淡水區-沙崙路201巷55號,20500.0,12.1,未知,,其他
文學苑,淡水區-中山北路三段,19500.0,37.9,未知,,其他
鴻灃青,淡水區-濱海路一段306巷60弄,27000.0,40.1,未知,,其他
將捷之森,淡水區-淡金路二段,19000.0,16.9,未知,,其他
海洋都心,淡水區-新市五路三段,24000.0,34.0,未知,,其他
淡水幸福城,淡水區-學府路,29000.0,31.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
尚海,淡水區-淡金路,13600.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,25000.0,25.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
大旭地,淡水區-北新路一段,20800.0,28.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,18000.0,35.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,32000.0,46.5,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,90000.0,80.0,未知,,其他
宏盛水悅,淡水區-新市三路,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,6000.0,5.0,未知,,其他
海天DEFG棟,淡水區-八勢一街,3000.0,7.0,未知,,其他
淡大溫哥華,淡水區-水源街二段,7000.0,57.0,未知,,其他
淡水幸福城,淡水區-學府路,25000.0,27.2,未知,,其他
麥迪奇名家,淡水區-淡金路38巷35弄,32000.0,27.3,未知,,其他
馥人灣-三水區,淡水區-八勢路2巷,28000.0,36.3,竹圍近捷運關渡大國套房👍,,其他
海闊天高天高區,淡水區-中正東路二段25巷,16000.0,9.8,竹圍近捷運關渡大國套房👍,,其他
關渡大國二期,淡水區-民族路31巷,12000.0,12.2,未知,,其他
關渡大國二期,淡水區-民族路31巷,22000.0,23.8,未知,❤️捷運佰萬裝潢公寓二樓三房❤️,公寓
秀山莊,淡水區-中正東路二段143巷12弄,20000.0,27.3,未知,❤️捷運佰萬裝潢公寓二樓三房❤️,公寓
2F/5F,淡水區-平遠街,28000.0,24.4,未知,,其他
水天靚2,淡水區-沙崙路,25000.0,21.1,未知,,其他
1F/4F,淡水區-民族路132巷1弄,40000.0,49.6,超近淡大分租套房限學生(202室),,其他
2F/3F,淡水區-水源街二段,28800.0,18.8,未知,,其他
海德公園,淡水區-中山北路二段381巷113號,23000.0,16.0,未知,,其他
名軒海樂地,淡水區-沙崙路二段,25000.0,25.0,未知,,其他
佳昂晴海,淡水區-新市一路一段331巷,25000.0,22.7,未知,,其他
海洋都心,淡水區-新市五路三段,18000.0,15.5,兆基🏡近真理大學輕鬆住新民街分租套房,,其他
台北灣銀河,淡水區-新市一路一段,4700.0,6.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄,21000.0,29.9,兆基社會住宅🏡近紅樹林站電梯景觀可租補大套房,,其他
家天下,淡水區-後洲路一段,16000.0,10.2,兆基🏡近真理大學輕鬆入住分租套房,清淞社區,其他
清淞社區,淡水區-淡金路,4700.0,6.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄,24200.0,22.2,未知,,其他
海洋都心一期,淡水區-新市五路三段,19500.0,18.9,未知,,其他
謙樹,淡水區-新市三路一段,30000.0,25.7,未知,,其他
尚海,淡水區-淡金路,23000.0,34.8,兆基社會住宅🏠Benson可租補免仲費淡水新環境套房(可貓,,其他
丰悅夏宮,淡水區-新春街,7000.0,5.5,兆基🏡近真理大學輕鬆住新民街分租套房,,其他
新環境,淡水區-學府路128巷,4700.0,6.0,獨立套房,,其他
4F/5F,淡水區-新民街222巷16弄,10300.0,12.6,兆基社會住宅🏡近紅樹林捷運站可毛孩輕鬆入住清淞套房,,其他
日若山莊二期大樓區,淡水區-水碓25巷,17000.0,12.4,兆基🏡-S【鄧公路】2樓分租套房,,其他
清淞,淡水區-淡金路,5500.0,7.0,分租套房,,其他
2F/2F,淡水區-鄧公路25巷,26900.0,20.6,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,6000.0,5.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡大溫哥華,淡水區-水源街二段,18000.0,35.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,20000.0,21.5,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,13600.0,18.0,未知,,其他
海天DEFG棟,淡水區-八勢一街,7000.0,7.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,1900.0,6.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,3000.0,6.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,72000.0,57.0,未知,,其他
大旭地,淡水區-北新路一段,8900.0,8.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
海洋都心3,淡水區-新市五路三段,29000.0,31.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
尚海,淡水區-淡金路,32000.0,46.5,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
宏盛水悅,淡水區-新市三路,32000.0,46.5,未知,,其他
海洋都心三期,淡水區-新市三路二段,12000.0,12.7,兆基社會住宅🏠W可租補-獨立套房/大空間/電梯/鄧公/捷運,,其他
海洋都心3,淡水區-新市五路三段,10000.0,9.8,獨立套房,,其他
2F/6F,淡水區-鄧公路29巷,21000.0,30.3,未知,,其他
淡江豪景,淡水區-中正路二段22巷,22000.0,21.2,未知,,其他
江南大宅,淡水區-沙崙路一段,25000.0,15.5,未知,,其他
銀河,淡水區-新市一路一段,20000.0,18.5,兆基社會住宅🏡近淡大校區巧克力社區套房,兆基社會住宅🏡近淡大校區巧克力社區套房,其他
台北灣銀河,淡水區-新市一路一段,9500.0,7.4,兆基社會住宅🏡C【新環境社區】可租補/近全聯/獨立套房,兆基社會住宅🏡C【新環境社區】可租補/近全聯/獨立套房,其他
巧克力花園,淡水區-水源街二段177巷,6000.0,6.8,獨立套房,兆基社會住宅🏡C【新環境社區】可租補/近全聯/獨立套房,其他
新環境,淡水區-學府路128巷,22000.0,28.8,兆基社會住宅🏡S可租補-清淞獨立套房/近紅樹林,,其他
邁阿密,淡水區-新市一路三段101巷16弄,14500.0,8.5,獨立套房,,其他
清淞,淡水區-淡金路,22000.0,26.9,未知,,其他
普羅旺斯,淡水區-新市一路三段,23500.0,24.5,未知,兆基社會住宅🏡海洋都心一期優質社區含車位,其他
海洋都心二期,淡水區-新市三路二段,17000.0,18.3,未知,兆基社會住宅🏡海洋都心一期優質社區含車位,其他
海洋都心,淡水區-新市五路三段,25000.0,35.6,兆基🏡近真理大學輕鬆住新民街分租套房,,其他
4F/12F,淡水區-竹林路,4700.0,6.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄,4500.0,6.0,分租套房,,其他
4F/5F,淡水區-新民街222巷16弄,21000.0,22.7,未知,,其他
海洋都心一期,淡水區-新市五路三段,23400.0,25.0,未知,兆基社會住宅🏡近淡大校區採買方便巧克力社區四房,其他
晴海,淡水區-新市一路一段331巷,14500.0,18.0,未知,巧克力社區,其他
巧克力社區,淡水區-水源街二段177巷,16600.0,19.8,未知,,其他
海洋都心,淡水區-新市五路三段,24000.0,20.2,未知,,其他
有富SUNDAY,淡水區-八勢一街,22000.0,23.8,淡水站前邊間🌸含管理費🌸採光美套房🌸設備更新(可租補),,其他
秀山莊,淡水區-中正東路二段143巷12弄,18000.0,14.7,近淡水捷運中山路優質套房有對外窗步行5分鐘到家,,其他
淡水站前大樓,淡水區-英專路65巷,11000.0,6.0,獨立套房,,其他
中山路,淡水區-中山路,20200.0,23.0,兆基🏡南加州樓中樓套房/獨立陽台,,其他
松下品泉,淡水區-北新路二段,18000.0,12.3,獨立套房,,其他
14F/24F,淡水區-民權路,16800.0,7.0,未知,超大空間公寓三樓➕大屋頂平台🎏（透天）,公寓
心航線,淡水區-文化路,23000.0,30.9,🍎【新民街商圈套房｜獨立衛浴｜網路第四台】,超大空間公寓三樓➕大屋頂平台🎏（透天）,公寓
3F/3F,淡水區-民族路,5500.0,5.0,分租套房,,其他
富麗欣,淡水區-濱海路二段,25000.0,35.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
淡水幸福城,淡水區-學府路,72000.0,57.0,未知,,其他
鄉林山海匯,淡水區-八勢路,3000.0,6.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,32000.0,7.0,未知,,其他
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,7000.0,7.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,25000.0,25.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
淡大溫哥華,淡水區-水源街二段,20000.0,21.5,未知,,其他
尚海,淡水區-淡金路,20800.0,28.0,未知,,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
富麗欣,淡水區-濱海路二段,19960.0,7.0,未知,,其他
5F/5F,淡水區-新民街180巷,1700.0,3.0,未知,,其他
鄰長春藤,淡水區-新民街120巷,23000.0,28.1,未知,依社區,其他
依社區,淡水區-自強路201巷63號,5500.0,12.0,分租套房,,其他
5F/5F,淡水區-新民街71號,9000.0,12.0,淡水夕陽美景房，簡單舒適套房，回家就像度假！,,其他
4F/4F,淡水區-英專路105巷,14000.0,11.0,獨立套房,,其他
摩天31,淡水區-中山北路一段255號,26000.0,44.2,未知,,其他
日月星辰,淡水區-濱海路一段306巷9弄,17000.0,32.0,未知,,其他
4F/5F,淡水區-水源街一段71巷,27000.0,36.0,未知,,其他
5F/5F,淡水區-新民街,20000.0,22.9,寄居蟹社會住宅🏠W可租補淡水海宴1房1廳大套房,,其他
2F/4F,淡水區-民權一街,8000.0,10.4,獨立套房,寄居蟹社會住宅🏠交通方便社區接駁車四季之旅兩房,其他
海宴,淡水區-英專路,16500.0,18.1,未知,寄居蟹社會住宅🏠交通方便社區接駁車四季之旅兩房,其他
四季之旅,淡水區-新市一路一段,18500.0,25.3,未知,,其他
海洋都心一期,淡水區-新市五路三段,18000.0,18.6,未知,,其他
海洋都心二期,淡水區-新市三路二段,18000.0,25.0,未知,,其他
台北灣-江南大宅,淡水區-沙崙路一段,19600.0,24.5,寄居蟹社會住宅🏠W力霸拎包入住套房/可租補,,其他
海洋都心二期,淡水區-新市三路二段,7900.0,6.3,寄居蟹🏠近校區淡江大學分租舒適大套房／地下一樓,,其他
力霸大學城,淡水區-北新路182巷3弄,4500.0,5.0,分租套房,,其他
B1/4F,淡水區-水源街二段,25000.0,22.7,未知,,其他
海洋都心,淡水區-新市五路三段,22000.0,44.2,未知,,其他
日月星辰,淡水區-濱海路一段306巷9弄,50000.0,46.0,未知,,其他
整棟/1F,淡水區-淡金路三段30號,15000.0,23.0,未知,,其他
學府路100巷,淡水區-學府路100巷11號,40000.0,60.0,淡水南勢埔香格里拉2F通風小套房夏日不悶熱免收服務費可租補,,其他
名軒海樂地,淡水區-沙崙路二段,25000.0,38.9,淡江風華3樓學區套房,,其他
陽光新苑,淡水區-沙崙路,8800.0,5.0,獨立套房,,其他
淡江風華,淡水區-北新路169巷69弄,12000.0,15.2,獨立套房,,其他
海洋都心3,淡水區-新市五路三段,7000.0,7.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,6000.0,5.0,未知,,其他
大旭地,淡水區-北新路一段,25000.0,35.0,未知,,其他
淡大溫哥華,淡水區-水源街二段,8900.0,6.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
淡水幸福城,淡水區-學府路,3000.0,6.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,90000.0,80.0,未知,,其他
宏盛水悅,淡水區-新市三路,29000.0,31.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,13900.0,17.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
尚海,淡水區-淡金路,19960.0,20.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
海洋都心3,淡水區-新市五路三段,72000.0,57.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
台北GOGO,淡水區-民權路,1900.0,46.0,未知,,其他
2F/2F,淡水區-頂田寮路,27000.0,41.6,未知,,其他
台北灣 銀河,淡水區-新市一路一段,30000.0,53.0,未知,,其他
佳昂晴海,淡水區-新市一路一段331巷,19100.0,21.8,未知,,其他
海洋都心No.3 Ocean city,淡水區-新市三路二段,27000.0,47.2,未知,,其他
里御大砌,淡水區-濱海路一段306巷60弄,25000.0,21.6,未知,,其他
里御大砌,淡水區-濱海路一段306巷60弄,26800.0,31.4,未知,長谷丹霞社區,其他
長谷丹霞社區,淡水區-興福寮88巷,23500.0,38.0,未知,,其他
大隱小藍海,淡水區-中正東路二段,6500.0,6.5,分租套房,,其他
2F/5F,淡水區-新民街180巷,26000.0,27.2,未知,,其他
麥迪奇名家,淡水區-淡金路38巷35弄,16800.0,7.0,獨立套房,,其他
淡大捷森堡,淡水區-學府路136巷,28000.0,38.3,未知,,其他
宏盛海都 2期,淡水區-新市三路二段,12000.0,12.2,真大正對面5樓木地板套房,,其他
關渡大國二期,淡水區-民族路31巷,5000.0,8.0,獨立套房,,其他
頂樓加蓋/5F,淡水區-新民街178號,25000.0,34.4,未知,,其他
淡江豪景,淡水區-沙崙路,31000.0,27.1,未知,,其他
豪斯登堡,淡水區-中山北路二段,25000.0,37.2,未知,,其他
天琴,淡水區-濱海路二段202巷65弄,27000.0,37.2,未知,,其他
川普G3棧,淡水區-淡金路一段,26500.0,21.4,未知,,其他
灣頂,淡水區-淡金路二段,25000.0,18.5,未知,,其他
宏盛水悅,淡水區-新市三路,29000.0,31.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
海洋都心3,淡水區-新市五路三段,25000.0,35.0,未知,,其他
尚海,淡水區-淡金路,1900.0,12.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
淡水幸福城,淡水區-學府路,7000.0,7.0,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,90000.0,80.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,18000.0,6.0,未知,,其他
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,3000.0,6.0,未知,,其他
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,20000.0,21.5,未知,,其他
大旭地,淡水區-北新路一段,72000.0,57.0,未知,,其他
淡大溫哥華,淡水區-水源街二段,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
富麗欣,淡水區-濱海路二段,20800.0,28.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
台北灣-江南大宅,淡水區-沙崙路一段,26000.0,45.0,✨可租補✨五分鐘到淡大文學館小套房✨,,其他
宏盛海都 2期,淡水區-新市三路二段,4600.0,5.0,✨免服務費✨可租補超美套房✨,,其他
5F/5F,淡水區-北新路136巷5弄,12000.0,21.0,獨立套房,,其他
宏英加州大樓,淡水區-新春街126巷,26000.0,37.0,近真理大學｜寵物友善可租補｜雙人套房,,其他
日月星辰,淡水區-濱海路一段306巷9弄,7000.0,5.0,分租套房,,其他
3F/5F,淡水區-新民街152巷6弄,22800.0,21.3,未知,,其他
普羅旺斯,淡水區-新市一路三段,11000.0,7.8,獨立套房,捷運佰萬裝潢公寓二樓三房,公寓
淡大財庫,淡水區-學府路136巷,20000.0,27.3,未知,捷運佰萬裝潢公寓二樓三房,公寓
2F/5F,淡水區-平遠街,22000.0,23.8,A+淡大首選~分租套房可租補,,其他
秀山莊,淡水區-中正東路二段143巷12弄,5000.0,4.0,分租套房,,其他
4F/5F,淡水區-學府路205巷1弄,20000.0,14.9,未知,,其他
淡水小城,淡水區-學府路136巷,27000.0,35.0,未知,近捷運生活機能佳~全新裝潢公寓2房,公寓
海天DEFG棟,淡水區-八勢一街63巷46號,22000.0,22.2,未知,近捷運生活機能佳~全新裝潢公寓2房,公寓
2F/3F,淡水區-英專路28巷2弄,24000.0,12.3,未知,,其他
宏普樂高,淡水區-新市二路一段,22000.0,16.2,未知,,其他
宏盛海都 2期,淡水區-新市三路二段,28000.0,17.9,未知,,其他
將捷之森,淡水區-淡金路二段,26000.0,25.8,⭐淡江捷森堡庭園漂亮套房⭐拎包入住,,其他
翡冷翠,淡水區-淡金路38巷106號,16800.0,7.2,獨立套房,,其他
淡大捷森堡,淡水區-學府路136巷100號,25000.0,19.1,未知,,其他
海洋都心,淡水區-新市五路三段,24000.0,19.2,未知,,其他
海洋都心,淡水區-新市五路三段,21000.0,34.0,未知,,其他
新民街76巷華廈,淡水區-新民街76巷,26000.0,19.2,超優質面山觀海高樓層套房,,其他
台北灣-江南大宅,淡水區-沙崙路一段,7500.0,7.0,獨立套房,,其他
海景天下一,淡水區-大忠街85號,22000.0,24.0,未知,,其他
書香大第,淡水區-新興街,22000.0,24.0,未知,,其他
書香大第,淡水區-新興街,21000.0,15.0,未知,,其他
歡喜自在,淡水區-新市一路三段,25000.0,29.0,商圈取靜獨立套房台水電,,其他
摩納哥,淡水區-淡金路38巷,8000.0,8.4,水源4套房/4衛-合租公司宿舍可,,其他
無,淡水區-北新路169巷69弄,18000.0,23.7,水源4套房/4衛-合租公司宿舍可,,其他
近關渡竹圍捷運馬偕醫院旁別墅社區套房,淡水區-民族路,6000.0,5.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,,其他
淡大溫哥華,淡水區-水源街二段,20800.0,28.0,未知,,其他
鄉林山海匯,淡水區-八勢路,20000.0,21.5,未知,,其他
淡水幸福城,淡水區-學府路,29000.0,31.0,未知,,其他
尚海,淡水區-淡金路,32000.0,46.5,未知,台北GOGO社區近竹圍捷運站車位出租,其他
台北GOGO,淡水區-民權路,18000.0,35.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
淡江大學步行2分鐘|淡大|大田寮|紅27公車總站|體育館可貓,淡水區-學府路,7000.0,7.0,【免仲介費】海都3｜標準套房🉑️開伙｜獨立陽台🉑️租補,,其他
仁愛街近英專路優質美套，租金含公用水電,淡水區-仁愛街,19960.0,20.0,未知,寵物可貓♥︎可租補♥︎台水台電♥富麗欣♥電梯大樓♥濱海沙崙,電梯大樓
淡水捷運5分鐘溫馨一房一廳,淡水區-鄧公路,3000.0,6.0,近關渡竹圍捷運馬偕醫院旁別墅社區套房,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
富麗欣,淡水區-濱海路二段,8900.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
馬偕醫院5分鐘.室內平面車位,淡水區-大同路,15300.0,18.0,【免仲介費】可養寵｜海都3｜中型套房🉑️開火🉑️租補,近關渡竹圍捷運馬偕醫院旁別墅社區套房,透天厝
海洋都心No.3 Ocean city,淡水區-新市三路二段,15300.0,19.1,未知,,其他
將捷之森,淡水區-淡金路二段,6000.0,5.0,獨立套房,,其他
淡江風華,淡水區-北新路169巷69弄,70000.0,87.6,未知,,其他
藍海,淡水區-中正東路二段,20000.0,27.3,未知,,其他
2F/5F,淡水區-平遠街,30000.0,27.0,未知,可租補Ｉ家電齊全Ｉ西恩那優質社區,其他
靜江悅,淡水區-中山北路二段188巷,23000.0,19.0,未知,可租補Ｉ家電齊全Ｉ西恩那優質社區,其他
西恩那,淡水區-坪頂路52巷,29000.0,13.7,未知,{免收服務費可租補}淡江大學友情公寓家庭式4房2廳2衛D7A,公寓
心航線,淡水區-文化路,32000.0,6.0,獨立套房,{免收服務費可租補}淡江大學友情公寓家庭式4房2廳2衛D7A,公寓
4F/5F,淡水區-北新路,15000.0,8.0,獨立套房,,其他
4F/5F,淡水區-學府路,15000.0,8.0,獨立套房,,其他
4F/5F,淡水區-學府路,5334.0,9.0,獨立套房,,其他
5F/5F,淡水區-新民街178號,25000.0,45.2,未知,,其他
天琴,淡水區-濱海路二段202巷65弄,18000.0,27.0,未知,莎莎推薦🎀名峰天下｜3房2廳2衛電梯大樓出租💎,電梯大樓
4F/5F,淡水區-坪頂路,33000.0,26.9,未知,莎莎推薦🎀名峰天下｜3房2廳2衛電梯大樓出租💎,電梯大樓
名峰天下,淡水區-自強路128巷,26000.0,32.0,捷運溫泉海景高樓層豪華小套房24H管,,其他
宏普有逸天,淡水區-新市二路一段76號,17000.0,16.0,獨立套房,,其他
清淞,淡水區-淡金路,23000.0,19.0,未知,,其他
西恩那,淡水區-坪頂路,24000.0,36.9,未知,,其他
